,Data_Value,colx,nIndex
2249,51.9,Cigarette Use (Adults)Smoking StatusNever,2016AR
2250,66.0,Cigarette Use (Adults)Smoking StatusNever,2016CA
2251,59.5,Cigarette Use (Adults)Smoking StatusNever,2016CO
2252,59.4,Cigarette Use (Adults)Smoking StatusNever,2016CT
2253,55.5,Cigarette Use (Adults)Smoking StatusNever,2016DE
2254,66.1,Cigarette Use (Adults)Smoking StatusNever,2016DC
2255,58.0,Cigarette Use (Adults)Smoking StatusNever,2016FL
2256,61.2,Cigarette Use (Adults)Smoking StatusNever,2016GA
2257,61.6,Cigarette Use (Adults)Smoking StatusNever,2016HI
2258,62.0,Cigarette Use (Adults)Smoking StatusNever,2016ID
2259,60.1,Cigarette Use (Adults)Smoking StatusNever,2016IL
2260,54.4,Cigarette Use (Adults)Smoking StatusNever,2016IN
2261,58.0,Cigarette Use (Adults)Smoking StatusNever,2016IA
2262,58.7,Cigarette Use (Adults)Smoking StatusNever,2016KS
2263,50.7,Cigarette Use (Adults)Smoking StatusNever,2016KY
2264,54.3,Cigarette Use (Adults)Smoking StatusNever,2016LA
2265,48.2,Cigarette Use (Adults)Smoking StatusNever,2016ME
2266,62.8,Cigarette Use (Adults)Smoking StatusNever,2016MD
2267,59.6,Cigarette Use (Adults)Smoking StatusNever,2016MA
2268,53.8,Cigarette Use (Adults)Smoking StatusNever,2016MI
2269,58.7,Cigarette Use (Adults)Smoking StatusNever,2016MN
2270,53.7,Cigarette Use (Adults)Smoking StatusNever,2016MS
2271,51.6,Cigarette Use (Adults)Smoking StatusNever,2016MO
2272,54.1,Cigarette Use (Adults)Smoking StatusNever,2016MT
2273,58.4,Cigarette Use (Adults)Smoking StatusNever,2016NE
2274,59.1,Cigarette Use (Adults)Smoking StatusNever,2016NV
2275,53.6,Cigarette Use (Adults)Smoking StatusNever,2016NH
2276,62.3,Cigarette Use (Adults)Smoking StatusNever,2016NJ
2277,57.7,Cigarette Use (Adults)Smoking StatusNever,2016NM
2278,62.5,Cigarette Use (Adults)Smoking StatusNever,2016NY
2279,56.8,Cigarette Use (Adults)Smoking StatusNever,2016NC
2280,55.5,Cigarette Use (Adults)Smoking StatusNever,2016ND
2281,53.9,Cigarette Use (Adults)Smoking StatusNever,2016OH
2282,55.6,Cigarette Use (Adults)Smoking StatusNever,2016OK
2283,56.8,Cigarette Use (Adults)Smoking StatusNever,2016OR
2284,55.6,Cigarette Use (Adults)Smoking StatusNever,2016PA
2285,57.5,Cigarette Use (Adults)Smoking StatusNever,2016RI
2286,54.2,Cigarette Use (Adults)Smoking StatusNever,2016SC
2287,55.6,Cigarette Use (Adults)Smoking StatusNever,2016SD
2288,54.1,Cigarette Use (Adults)Smoking StatusNever,2016TN
2289,62.8,Cigarette Use (Adults)Smoking StatusNever,2016TX
2290,75.3,Cigarette Use (Adults)Smoking StatusNever,2016UT
2291,54.3,Cigarette Use (Adults)Smoking StatusNever,2016VT
2292,60.8,Cigarette Use (Adults)Smoking StatusNever,2016VA
2293,59.3,Cigarette Use (Adults)Smoking StatusNever,2016WA
2294,48.9,Cigarette Use (Adults)Smoking StatusNever,2016WV
2295,55.4,Cigarette Use (Adults)Smoking StatusNever,2016WI
2296,54.9,Cigarette Use (Adults)Smoking StatusNever,2016WY
2297,55.4,Cigarette Use (Adults)Smoking StatusNever,2016GU
2298,72.6,Cigarette Use (Adults)Smoking StatusNever,2016PR
2299,21.5,Cigarette Use (Adults)Current Smoking,2016AL
2300,19.0,Cigarette Use (Adults)Current Smoking,2016AK
2301,14.7,Cigarette Use (Adults)Current Smoking,2016AZ
2302,23.6,Cigarette Use (Adults)Current Smoking,2016AR
2303,11.0,Cigarette Use (Adults)Current Smoking,2016CA
2304,15.6,Cigarette Use (Adults)Current Smoking,2016CO
2305,13.3,Cigarette Use (Adults)Current Smoking,2016CT
2306,17.7,Cigarette Use (Adults)Current Smoking,2016DE
2307,14.7,Cigarette Use (Adults)Current Smoking,2016DC
2308,15.5,Cigarette Use (Adults)Current Smoking,2016FL
2309,17.9,Cigarette Use (Adults)Current Smoking,2016GA
2310,13.1,Cigarette Use (Adults)Current Smoking,2016HI
2311,14.5,Cigarette Use (Adults)Current Smoking,2016ID
2312,15.8,Cigarette Use (Adults)Current Smoking,2016IL
2313,21.1,Cigarette Use (Adults)Current Smoking,2016IN
2314,16.7,Cigarette Use (Adults)Current Smoking,2016IA
2315,17.2,Cigarette Use (Adults)Current Smoking,2016KS
2316,24.5,Cigarette Use (Adults)Current Smoking,2016KY
2317,22.8,Cigarette Use (Adults)Current Smoking,2016LA
2318,19.8,Cigarette Use (Adults)Current Smoking,2016ME
2319,13.7,Cigarette Use (Adults)Current Smoking,2016MD
2320,13.6,Cigarette Use (Adults)Current Smoking,2016MA
2321,20.4,Cigarette Use (Adults)Current Smoking,2016MI
2322,15.2,Cigarette Use (Adults)Current Smoking,2016MN
2323,22.7,Cigarette Use (Adults)Current Smoking,2016MS
2324,22.1,Cigarette Use (Adults)Current Smoking,2016MO
2325,18.5,Cigarette Use (Adults)Current Smoking,2016MT
2326,17.0,Cigarette Use (Adults)Current Smoking,2016NE
2327,16.5,Cigarette Use (Adults)Current Smoking,2016NV
2328,18.0,Cigarette Use (Adults)Current Smoking,2016NH
2329,14.0,Cigarette Use (Adults)Current Smoking,2016NJ
2330,16.6,Cigarette Use (Adults)Current Smoking,2016NM
2331,14.2,Cigarette Use (Adults)Current Smoking,2016NY
2332,17.9,Cigarette Use (Adults)Current Smoking,2016NC
2333,19.8,Cigarette Use (Adults)Current Smoking,2016ND
2334,22.5,Cigarette Use (Adults)Current Smoking,2016OH
2335,19.6,Cigarette Use (Adults)Current Smoking,2016OK
2336,16.2,Cigarette Use (Adults)Current Smoking,2016OR
2337,18.0,Cigarette Use (Adults)Current Smoking,2016PA
2338,14.4,Cigarette Use (Adults)Current Smoking,2016RI
2339,20.0,Cigarette Use (Adults)Current Smoking,2016SC
2340,18.1,Cigarette Use (Adults)Current Smoking,2016SD
2341,22.1,Cigarette Use (Adults)Current Smoking,2016TN
2342,14.3,Cigarette Use (Adults)Current Smoking,2016TX
2343,8.8,Cigarette Use (Adults)Current Smoking,2016UT
2344,17.0,Cigarette Use (Adults)Current Smoking,2016VT
2345,15.3,Cigarette Use (Adults)Current Smoking,2016VA
2346,13.9,Cigarette Use (Adults)Current Smoking,2016WA
2347,24.8,Cigarette Use (Adults)Current Smoking,2016WV
2348,17.1,Cigarette Use (Adults)Current Smoking,2016WI
2349,18.9,Cigarette Use (Adults)Current Smoking,2016WY
2350,25.1,Cigarette Use (Adults)Current Smoking,2016GU
2351,10.6,Cigarette Use (Adults)Current Smoking,2016PR
2352,52.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016AL
2353,58.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016AK
2354,63.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016AZ
2355,50.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016AR
2356,67.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016CA
2357,61.5,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016CO
2358,67.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016CT
2359,60.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016DE
2360,56.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016DC
2361,63.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016FL
2362,53.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016GA
2363,66.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016HI
2364,61.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016ID
2365,60.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016IL
2366,53.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016IN
2367,60.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016IA
2368,58.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016KS
2369,50.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016KY
2370,50.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016LA
2371,61.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016ME
2372,63.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MD
2373,66.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MA
2374,55.8,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MI
2375,63.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MN
2376,50.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MS
2377,54.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MO
2378,59.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016MT
2379,59.1,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NE
2380,59.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NV
2381,61.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NH
2382,62.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NJ
2383,60.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NM
2384,62.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NY
2385,58.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016NC
2386,55.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016ND
2387,51.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016OH
2388,55.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016OK
2389,62.5,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016OR
2390,59.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016PA
2391,66.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016RI
2392,56.3,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016SC
2393,59.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016SD
2394,51.9,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016TN
2395,61.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016TX
2396,64.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016UT
2397,62.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016VT
2398,61.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016VA
2399,65.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016WA
2400,51.5,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016WV
2401,61.7,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016WI
2402,58.0,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016WY
2403,43.6,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016GU
2404,61.4,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016PR
2405,49.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016AL
2406,48.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016AK
2407,45.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016AZ
2408,51.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016AR
2409,51.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016CA
2410,53.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016CO
2411,55.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016CT
2412,46.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016DE
2413,54.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016DC
2414,54.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016FL
2415,51.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016GA
2416,51.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016HI
2417,45.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016ID
2418,54.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016IL
2419,48.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016IN
2420,43.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016IA
2421,48.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016KS
2422,46.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016KY
2423,50.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016LA
2424,50.7,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016ME
2425,51.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MD
2426,53.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MA
2427,51.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MI
2428,48.3,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MN
2429,56.6,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MS
2430,49.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MO
2431,48.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016MT
2432,47.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NE
2433,47.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NV
2434,52.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NH
2435,52.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NJ
2436,58.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NM
2437,50.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NY
2438,53.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016NC
2439,42.8,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016ND
2440,51.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016OH
2441,50.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016OK
2442,52.7,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016OR
2443,51.2,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016PA
2444,53.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016RI
2445,54.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016SC
2446,50.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016SD
2447,49.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016TN
2448,51.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016TX
2449,46.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016UT
2450,43.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016VT
2451,53.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016VA
2452,48.0,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016WA
2453,48.4,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016WV
2454,52.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016WI
2455,45.7,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016WY
2456,48.5,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016GU
2457,67.1,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016PR
2458,68.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016AL
2459,64.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016AK
2460,64.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016AZ
2461,71.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016AR
2462,59.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016CA
2463,66.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016CO
2464,69.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016CT
2465,70.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016DE
2466,56.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016DC
2467,65.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016FL
2468,67.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016GA
2469,68.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016HI
2470,70.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016ID
2471,67.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016IL
2472,73.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016IN
2473,75.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016IA
2474,72.8,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016KS
2475,76.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016KY
2476,66.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016LA
2477,77.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016ME
2478,68.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MD
2479,70.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MA
2480,70.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MI
2481,69.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MN
2482,73.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MS
2483,78.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MO
2484,71.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016MT
2485,71.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NE
2486,65.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NV
2487,72.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NH
2488,66.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NJ
2489,61.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NM
2490,65.4,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NY
2491,70.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016NC
2492,70.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016ND
2493,76.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016OH
2494,71.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016OK
2495,72.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016OR
2496,71.6,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016PA
2497,65.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016RI
2498,65.0,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016SC
2499,69.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016SD
2500,68.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016TN
2501,59.2,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016TX
2502,63.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016UT
2503,73.5,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016VT
2504,72.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016VA
2505,65.9,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016WA
2506,79.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016WV
2507,72.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016WI
2508,77.1,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016WY
2509,63.3,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016GU
2510,71.7,Cigarette Use (Adults)Smoking FrequencyEvery Day,2016PR
2511,31.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016AL
2512,35.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016AK
2513,35.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016AZ
2514,28.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016AR
2515,40.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016CA
2516,33.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016CO
2517,30.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016CT
2518,29.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016DE
2519,43.2,Cigarette Use (Adults)Smoking FrequencySome Days,2016DC
2520,34.9,Cigarette Use (Adults)Smoking FrequencySome Days,2016FL
2521,32.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016GA
2522,31.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016HI
2523,29.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016ID
2524,32.4,Cigarette Use (Adults)Smoking FrequencySome Days,2016IL
2525,26.9,Cigarette Use (Adults)Smoking FrequencySome Days,2016IN
2526,24.9,Cigarette Use (Adults)Smoking FrequencySome Days,2016IA
2527,27.2,Cigarette Use (Adults)Smoking FrequencySome Days,2016KS
2528,23.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016KY
2529,33.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016LA
2530,22.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016ME
2531,31.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016MD
2532,29.4,Cigarette Use (Adults)Smoking FrequencySome Days,2016MA
2533,29.8,Cigarette Use (Adults)Smoking FrequencySome Days,2016MI
2534,30.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016MN
2535,26.9,Cigarette Use (Adults)Smoking FrequencySome Days,2016MS
2536,21.4,Cigarette Use (Adults)Smoking FrequencySome Days,2016MO
2537,28.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016MT
2538,28.8,Cigarette Use (Adults)Smoking FrequencySome Days,2016NE
2539,34.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016NV
2540,27.8,Cigarette Use (Adults)Smoking FrequencySome Days,2016NH
2541,33.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016NJ
2542,38.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016NM
2543,34.6,Cigarette Use (Adults)Smoking FrequencySome Days,2016NY
2544,29.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016NC
2545,29.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016ND
2546,23.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016OH
2547,28.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016OK
2548,27.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016OR
2549,28.4,Cigarette Use (Adults)Smoking FrequencySome Days,2016PA
2550,34.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016RI
2551,35.0,Cigarette Use (Adults)Smoking FrequencySome Days,2016SC
2552,30.8,Cigarette Use (Adults)Smoking FrequencySome Days,2016SD
2553,31.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016TN
2554,40.8,Cigarette Use (Adults)Smoking FrequencySome Days,2016TX
2555,36.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016UT
2556,26.5,Cigarette Use (Adults)Smoking FrequencySome Days,2016VT
2557,27.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016VA
2558,34.1,Cigarette Use (Adults)Smoking FrequencySome Days,2016WA
2559,20.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016WV
2560,27.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016WI
2561,22.9,Cigarette Use (Adults)Smoking FrequencySome Days,2016WY
2562,36.7,Cigarette Use (Adults)Smoking FrequencySome Days,2016GU
2563,28.3,Cigarette Use (Adults)Smoking FrequencySome Days,2016PR
2564,17.1,Cigarette Use (Adults)Smoking StatusCurrent,2016US
2565,25.3,Cigarette Use (Adults)Smoking StatusFormer,2016US
2566,60.2,Cessation (Adults)Percent of Former Smokers Among Ever Smokers,2016US
2567,50.9,Cessation (Adults)Quit Attempt in Past Year Among Every Day Cigarette Smokers,2016US
